title,url,company,location,easy_apply,age,query,search_location,viewed,applied,date_applied,skip,recruiter,,,,,,
"Software Engineers (Java, RoR, Hadoop, Cassandra, Solr, ML)",/pagead/clk?mo=r&ad=-6NYlbfkN0A4q3TpNZfIez3I8cs824OGE14fBnC7x4ep8nbLV_bWxgKPNR2-q7EU8UrY5EBI9VRpmt8uMEW4XiLW5D8d5yOUUcDsihpvS4Y_UHXI4qVIsEBZbN2GlS8pcFj1Tl8ROgc74Zf2jioyM6QomNMGtLpoYSjzeYcvH8I_tUhgalb_hkK4m_89lIyEH6IykTthkf0xsIqmSvMvEkY_P6Bi-2zQ_HyHbtGhiqTp3XomleA_cE94K5vNkHrAMTXX_ytVVmVMkE-NUpmwq5k5iC7w-fz9njeWX-oj8UGIVRQhPxaGMOIc74znYGduo3etb9XCbfOfesY_kxzIfLRtD3ErIUsBxbcMve146Oq9PaCcxuXsljo7CIcRQR_g8HNTjXygi37PvlweHo88I4ToUn9dcmYkKQ62FuR8O9m1jUlQghXLH9b_TnsHMx5ZeyvtnRH8y1wsmR36NeNURzloSoweDpt2&p=1&sk=&fvj=0,The Bivium Group,"Cambridge, MA",TRUE,30,,,TRUE,TRUE,12/7/2016 17:26:00,,,,,,,,
Junior Full Stack Web Developer,/cmp/Sensory-5/jobs/Junior-Full-Stack-Web-Developer-035ea63f4fe4e3c7?r=1&fccid=13cbdf5940fa4e49,Sensory 5,"Tampa, FL 33607 (Carver City area)",TRUE,31,,,TRUE,TRUE,12/7/2016 17:27:00,,,,,,,,
Junior Backend Engineer,/cmp/PennyPop/jobs/Junior-Backend-Engineer-4b07a91888333c87?r=1&fccid=628038d91395299a,PennyPop,"San Francisco, CA",TRUE,31,,,TRUE,TRUE,12/7/2016 17:27:00,,,,,,,,
"Front-End Developer, new web products and apps, learn mobile",/pagead/clk?mo=r&ad=-6NYlbfkN0A4q3TpNZfIez3I8cs824OGE14fBnC7x4ep8nbLV_bWxgKPNR2-q7EU8UrY5EBI9VS1YXyz-JKR8kTv2CIS5fK1zUXDHr8RICiM0xeARQK5ik8VZM8ES0yp1MuQXcyIgch27Aqcepbrho9loCVBfRpYCb1KOtZfO8SyWB3AYGnd6fNCbdo7tePAbgQov4E0P__tuaDw6Y5HDTyofbxPUYuJ4Wt2i8sGWBz9sMAivfpHYPGZUlNUjS8f4Rw1y2wIgYm4OKUuO1jpMEfap6eIAIeZSswkXwYMLiIK_T9LNaY1q2D6L7vxDkigaJ_Ff3e2tawE1e1H84q3buhDZ77ckDk_sNxjGoDQVg5Y2y-WZX-4-U0DGG96CvHhwEF2LdVpPnrjAxnjAloD624L0-GUhJrp-bJf3YN50CEIUhuNwB9xFlN8sLFPIGARjmkvXkUxeO4o7CJvgQihmkWGiKpQKTuI&p=2&sk=&fvj=0,The Bivium Group,"Cambridge, MA",TRUE,31,,,TRUE,TRUE,12/7/2016 17:27:00,,,,,,,,
"Perl Developer- Dallas,TX",/cmp/Intellisofttech.com/jobs/Perl-Developer-f8869bb1958e512b?r=1&fccid=2e0bebfa3795dd6f,Intellisofttech.com,"Irving, TX",TRUE,31,,,TRUE,TRUE,12/7/2016 17:28:00,,,,,,,,
Full Stack Developer (US Citizen is required),/cmp/CORASCloud/jobs/Full-Stack-Developer-1f868eb2e0aca478?r=1&fccid=b44dfb91994833a0,CORASCloud,"Ashburn, VA",TRUE,31,,,TRUE,TRUE,12/7/2016 17:29:00,,,,,,,,
Junior QA Engineer,/rc/clk?jk=ca161941d78e12a8&fccid=a9d77a3a8e60fc8c,Marqeta,"Emeryville, CA 94608",TRUE,31,,,TRUE,TRUE,12/7/2016 17:30:00,,,,,,,,
Jr. Database Programmer - Department of State,/cmp/1965/jobs/Junior-Database-Programmer-98e16c79a9f2212a?r=1&fccid=2165f12aa08bc5d4,Pillar Systems,"Washington, DC 20005 (Logan Circle area)",TRUE,31,,,TRUE,TRUE,12/7/2016 17:31:00,,,,,,,,
Ruby Software Developer,/rc/clk?jk=286e6e3982a1a977&fccid=25a9440f459061a4,NUVI,"Lehi, UT",TRUE,31,,,TRUE,TRUE,12/7/2016 17:32:00,,,,,,,,
Web App Developers (junior and senior) brand new product with all new development,/pagead/clk?mo=r&ad=-6NYlbfkN0A4q3TpNZfIez3I8cs824OGE14fBnC7x4ep8nbLV_bWxgKPNR2-q7EU8UrY5EBI9VQqtxDhYmFLXO7m9fK45PgPsCH_BTZ5S8ez2QpAm_T4o4PGMiNRlX3eq5QZxwDRMi1DPTjIdUB9p_l8YaBfAq9SnQVrY90ylev5VDV2qI0hLryIy5xeCrCu3-9GohD4qzUZH30I4PSmbvCqy3GxfB9yl1Iar6vYyFVG_D1EaMWJ8gCyOQXIGck4k2xzhHSiKi5EAou8emOuZ4RiZWu2G2MiSSqHkDOvgHVfIuz1RaR9pBHqeIOnan5Yx8nlUj6zxf3YJn8TdVS_F8heOxOcnJlhdiFBs7wb2fiy7DuLgsopimgNVlAppGqlVOOmqw_izd0axYmlipLp7eFX3utHd9HVZicCCnwSEqaLFjThmOjDF8KlFjGTtC9npz9B0redjuSvQXCMzsxjXgxFIJdoCGgU&p=2&sk=&fvj=0,The Bivium Group,"Boston, MA",TRUE,31,,,TRUE,TRUE,12/7/2016 17:32:00,,,,,,,,
Junior Software Engineer,/cmp/Zinger-Software-Solutions/jobs/Junior-Software-Engineer-c11dbcbb3c11cd33?r=1&fccid=a0bd14450105543e,Zinger Software Solutions,"Raleigh-Durham, NC",TRUE,31,,,TRUE,TRUE,12/7/2016 17:33:00,,,,,,,,
Ruby on Rails,/rc/clk?jk=6f814395ffd8a3bc&fccid=b0be7e8d39d5c3b9,Career Movement,"Santa Monica, CA 90404",TRUE,31,,,TRUE,TRUE,12/7/2016 17:34:00,,,,,,,,
Software Engineer,/rc/clk?jk=bb80dbfcebf2b9b0&fccid=ae836b4513efc3af,Strategic Employment Partners,"Mountain View, CA",TRUE,31,,,TRUE,TRUE,12/7/2016 17:41:00,,,,,,,,
Jr. Developer Program (Campus),/rc/clk?jk=0be3b49537922f38&fccid=72b6c36250909407,Axon,"Seattle, WA 98103 (Green Lake - Wallingford area)",TRUE,31,,,TRUE,TRUE,12/7/2016 17:41:00,,,,,,,,
Jr. Web Developer,/cmp/Tiltworks/jobs/Junior-Web-Developer-41f62e18a7315af9?r=1&fccid=b6b6790c985744e8,Tiltworks,"Arden, NC 28704",TRUE,31,,,TRUE,TRUE,12/7/2016 17:41:00,,,,,,,,
Junior Backend Engineer,/pagead/clk?mo=r&ad=-6NYlbfkN0Ca_0qe2-ZIYmsuknx8eYN9JK3pip-mr_fFu8Ou9tWgQ8hjyR0nRlvEbykGwH-55AGyvS6O_kxYdV1cteg-h6X-yPObwP8z_4OXy1HBqPecHG-fReCsOsxcJRuWBnQWOKd6T75-aKpjDdnHR37qKTTNNjPp3aXe9jMcgt_kZnogO8VoNJyN5tTxEdnsC6G7aT7wUzQpBtyJFMx4qTlvoHtI2SQauYuWoDcnmnwVdVQ68uBM1ooep-oxvDfZTYXUfqfaLsouFjd06QB5WjvEHEIZj1ObWpqk6NfEoXQ0UXjPKRYKRHyFE69G9w9cR4i7d7IsJpNspfj371vfY4vuuWk-LdJqUkQf4Opc6rWvkjjEPphu3zWoMSUwP_M2jZIKyFMqWoi8HQhKpPFlFLpUBHd8mwx7FuBgfRp-Ps1x1IsUFw==&p=5&sk=&fvj=1,PennyPop,"San Francisco, CA",TRUE,31,,,TRUE,TRUE,12/7/2016 17:42:00,,,,,,,,
"US Citizens only: UI Developer. Denver, CO",/cmp/HYR-Global-Source/jobs/US-Citizen-Only-f42e1a51c0df3cf0?r=1&fccid=5d5dddb0dec55dfa,HYR Global Source Inc,"Denver, CO",TRUE,31,,,TRUE,TRUE,12/7/2016 17:43:00,,,,,,,,
Jr. Software Developer,/cmp/LG-TEK/jobs/Junior-Software-Developer-b1e0d1f341b00eb9?r=1&fccid=88593ea9e9efe3e2,LG-TEK,"Fort George G Meade, MD 20755",TRUE,31,,,TRUE,TRUE,12/7/2016 17:44:00,,,,,,,,
Jr./Sr. Ruby on Rails Developer,/cmp/J2-Solutions/jobs/Junior-Senior-Ruby-Rail-Developer-38047a035bb10de5?r=1&fccid=c1a42c3eb3ba0e8e,J2 Solutions,"Chevy Chase, MD",TRUE,31,,,TRUE,TRUE,12/7/2016 17:44:00,,,,,,,,
Software Engineering Intern,/rc/clk?jk=8b7ff99495d524c7&fccid=685f1c54e4bd3d78,Datto,"Boston, MA",TRUE,31,,,TRUE,TRUE,12/7/2016 17:45:00,,,,,,,,
Junior Software Developer,/pagead/clk?mo=r&ad=-6NYlbfkN0AUlIgax13m4wpnZ7Bz91I1fbo301xwhNS-R6zjrUFbm170TOctMvgjelI_QFLf8JCQ8KF6lQBCMNlR4yeSnhwN1Vy75JRPXa3C5JS7nJl4N5KDHbo6Yfyq-Y53ngw9qJy0QIG7NUSp8UGutwLCwuWdlyz0dXzWwhNemCHZ18T41fqE5Gre_IZsohu9ges_XGfBT_GC66SwrgPKj43ZEh4LAFieYr0oNnSBWirZOhof04xc8HSWpclP6bH1ky-v6Z5VpXZWo2QO247LhSxY9shmAH5IvNyTx7cITDPfTnTObpZYSOfVX9ri1wWEQFIIamYalIuXnEPxhBbVCcUNk44fRWr4uoIB_U00sY0ovlSynmiGEKsQAbJy7ESqwaX4mPMll1lgfo1MjSgharBEcll4vBWfDmqUIYupMFK4pNhguA==&p=1&sk=&fvj=1,Placid Express,"Westbury, NY",TRUE,31,,,TRUE,TRUE,12/7/2016 17:46:00,,,,,,,,
Junior Full Stack Web Developer,/pagead/clk?mo=r&ad=-6NYlbfkN0CMtBM779fIvul3s2kXEaktUcb_xH3kCDkRdi_477P4D6TON_ZPBYjSAKKqg3MfygcdV1JIliksi3_Xa9oAYuxPMXyyNWZiygp9cQlNjIGFQA38PZ0BYQoTJvi-MW0jqZmIQsPa5jXwjIO_dsupSt0JRiaDDJYKULQWqLo83-3nI_HlJRTHkzVZzC4pu_EtQVcgTtChI_YBpQ30iBYZBwD8O65m4HDA32UJDPMTej_ACc0gQWNJXHKTw2sBoIaa6rvKsD2OTRTssFynnuYJWp6et7-_FHsPetnjdY0b5YwWFRHZTQZ3ceAZSBMbHuWaww-qfp13A0guCREVCmu-FHhhSt1iiKdOY8G_TuqXyIMZNv_vTm4YjOa2c-tz0_pfK5ttBsqAHH8n-qG3kMvbQ_NAXk5JKHQwgX9FkDz56iykH9k7sDDRHCzR&p=4&sk=&fvj=1,Sensory 5,"Tampa, FL",TRUE,31,,,TRUE,TRUE,12/7/2016 17:46:00,,,,,,,,
Web/Mobile Software Developer (Entry/Mid-Level),"/cmp/Geisel-Software,-Inc./jobs/Web-Mobile-Software-Developer-e0daba6f6d66d60d?r=1&fccid=5d98098b4a998a7e","Geisel Software, Inc.","Shrewsbury, MA",TRUE,31,,,TRUE,TRUE,13/07/2016 12:09,,,,,,,,
Jr. Full Stack Java Developer,/cmp/Task-Management/jobs/Junior-Full-Stack-Java-Developer-b4221cc8ffd8cf65?r=1&fccid=702e031bf6c1f31b,Task Management Inc,"Encino, CA",TRUE,31,,,TRUE,TRUE,13/07/2016 12:09,,,,,,,,
Jr. Frontend Engineer,/rc/clk?jk=88d33844e8b1161a&fccid=cb4967923c7e1ad0,Moat,"New York, NY",TRUE,30+ days ago,,,TRUE,TRUE,13/07/2016 12:09,,,,,,,,
Front End Developer with Angular JS,/cmp/Stonehenge-Resources/jobs/Front-End-Developer-Angular-Js-44e3bd71218b376c?r=1&fccid=b26002aa9729a2aa,Stonehenge Resources LLC,"New York, NY 10001 (Chelsea area)",TRUE,1 hour ago,,,TRUE,TRUE,13/07/2016 12:09,,,,,,,,
Front End Developer,/rc/clk?jk=9c3f3b8485dab7f8&fccid=d4f69798e823aef6,Global Nest LLC,"New York, NY",TRUE,13 days ago,,,TRUE,TRUE,13/07/2016 12:09,,,,,,,,
UI Designer / Front-End Developer,/cmp/IKRC-Corporation/jobs/Ui-Designer-3e2d3028b84f3624?r=1&fccid=e3f395df84f2fa48,IKRC Corporation,"New York, NY",TRUE,25 days ago,,,TRUE,TRUE,13/07/2016 12:11,,,,,,,,
Frontend Engineer,/rc/clk?jk=f9540ee747985d29&fccid=65821e044148c3ad,Cockroach Labs,"New York, NY",TRUE,30+ days ago,,,TRUE,TRUE,13/07/2016 12:11,,,,,,,,
Web Developer,/cmp/IBM/jobs/Web-Developer-46d81414afc89608?r=1&fccid=cd3faa868f524d93,Feuji Inc,"New York, NY",TRUE,6 days ago,,,TRUE,TRUE,13/07/2016 12:12,,,,,,,,
Frontend Software Engineer at BentoBox,/cmp/BentoBox/jobs/Frontend-Software-Engineer-8dacbfb695cbe972?r=1&fccid=c18a758258b3c6bc,BentoBox,"New York, NY 10013 (Tribeca area)",TRUE,30+ days ago,,,TRUE,TRUE,13/07/2016 12:12,,,,,,,,
Front-End Developer,/rc/clk?jk=4919b0b0317981ee&fccid=373adf8634162623,Akkadian Labs,"New York, NY",TRUE,30+ days ago,,,TRUE,TRUE,13/07/2016 12:16,,,,,,,,
Fullstack Developer,/cmp/Mondo/jobs/Fullstack-Developer-d85a1d9dfd0b7668?r=1&fccid=0dd1345d80423eb6,Mondo,"New York, NY",TRUE,30+ days ago,,,TRUE,TRUE,13/07/2016 12:16,,,,,,,,
Web Interface Developer for Marvel Entertainment,/cmp/Marvel-Entertainment/jobs/Web-Interface-Developer-d7346e6514ca8f4c?r=1&fccid=07d742ca5ceebab8,Marvel Entertainment,"New York, NY",TRUE,30+ days ago,,,TRUE,TRUE,13/07/2016 12:17,,,,,,,,
Full Stack Engineer,/rc/clk?jk=c9a25f33b9e34ade&fccid=ad93a7e288dc7118,Feedzai,"New York, NY",TRUE,11 days ago,,,TRUE,TRUE,13/07/2016 12:18,,,,,,,,
Frontend Developer,/rc/clk?jk=fbdf59b978277094&fccid=9a9a423c77e6c10b,Paribus,"New York, NY",TRUE,30+ days ago,,,TRUE,TRUE,13/07/2016 12:19,,,,,,,,
Front-End Developer,/cmp/Techlink-Systems/jobs/Front-End-Developer-177268d3db329f95?r=1&fccid=8063f69d05d1b9f4,Techlink Systems,"Englewood Cliffs, NJ",TRUE,18 days ago,,,TRUE,TRUE,13/07/2016 12:19,,,,,,,,
Front End Developer,/rc/clk?jk=dc79e0336bd3293f&fccid=39407476605079e0,Averity,"New York, NY",TRUE,7 days ago,,,TRUE,TRUE,13/07/2016 15:40,,,,,,,,
Principal Frontend Engineer,/rc/clk?jk=bdbb78c30f71dad5&fccid=6ccc96167e88ae75,OpenSky,"New York, NY",TRUE,30+ days ago,,,TRUE,TRUE,13/07/2016 15:41,,,,,,,,
Interactive Web Developer,/cmp/Revolution-Technologies/jobs/Interactive-Web-Developer-09cfde9c709f5584?r=1&fccid=f5557a4dc280bb1d,Revolution Technologies,"New York, NY",TRUE,30+ days ago,,,TRUE,TRUE,13/07/2016 15:41,,,,,,,,
Web Developer,/cmp/The-Tikvah-Fund/jobs/Web-Developer-36fd52e9a8255c4f?r=1&fccid=bcf396a82ee6c5b2,The Tikvah Fund,"New York, NY 10022 (Midtown area)",TRUE,30+ days ago,,,TRUE,TRUE,13/07/2016 15:41,,,,,,,,
Part-time Frontend Contract Developer,"/cmp/GATE-Staffing,-LLC./jobs/Part-Time-Frontend-Contract-Developer-e5f670d65000440d?r=1&fccid=19c1a66dc5f099db","Simo Solutions, Inc.","New York, NY",TRUE,30+ days ago,,,TRUE,TRUE,13/07/2016 15:41,,,,,,,,
Backend Engineer,/rc/clk?jk=a8e02bf4c7ac1f04&fccid=90b343b030a5eabf,Compass,"New York, NY 10010 (Gramercy area)",TRUE,30+ days ago,,,TRUE,TRUE,13/07/2016 15:41,,,,,,,,
Web Developer,/cmp/Revolution-Technologies/jobs/Web-Developer-99da9665e426c86e?r=1&fccid=f5557a4dc280bb1d,Revolution Technologies,"New York, NY",TRUE,30+ days ago,,,TRUE,TRUE,13/07/2016 15:41,,,,,,,,
Front End Developer (Digital Publishing),/cmp/The-IT-Recruit/jobs/Front-End-Developer-2c35bff86a911ef0?r=1&fccid=8266f49607715efb,"The IT Recruit, LLC","New York, NY",TRUE,30+ days ago,,,TRUE,TRUE,13/07/2016 15:41,,,,,,,,
Full Stack Developers,/pagead/clk?mo=r&ad=-6NYlbfkN0Dv8IwC3tsLfQRLXBdvfQeD1YAjZDViiAzhpoV2yDOY-LVVIg3L99q0RG1gafCIqMCAIHVQh9ADVE6lkC_TvlDVE-r6Wrh7Wm5pjhWPUSFzNCOVvwosr3LjTbLvNcXEEEBD1mjuHXLmpGa7ADjThCb0vVCZibfwj5CqgPh2d5Hg6RJHexU7mKO3SvevgyCdNgpBNxI3K3R6UN0-8Efp8AIr8V-slHBd5GBk-8Olv790sZ0x498BjLJPITilXURs0VCGz3AdKhh43aWgovnB76f0NCbBXSsblH17B3sJI8AnrovrtyViKyhi5aJHXxGevlA31o6HzpLUJb568dhx3goC6Q-z8rI0bJRqm1edu_J7BTFRMDzk-S9uh-ODjvjxRrFj2akCM4e412tw_uMpbZumLNLgrPa_yvurpN5m-0HAzqdLLdvPhTsIeArOR4VVWKkl-M3R6UYDtdB3u-lNvgXV&p=2&sk=&fvj=1,Confidential Company-Technology,"New York, NY",TRUE,22 days ago,,,TRUE,TRUE,13/07/2016 15:48,,,,,,,,
Full-Stack Developer,/rc/clk?jk=2658537e3e96f66c&fccid=a6c1a16efff8b81c,Splash,"New York, NY 10011 (Chelsea area)",TRUE,9 days ago,,,TRUE,TRUE,13/07/2016 15:48,,,,,,,,
Full Stack Web Developer- Contract,/cmp/Cardiovascular-Research-Foundation/jobs/Full-Stack-Web-Developer-a30e1e07a86f5e1b?r=1&fccid=24050b959fd66149,Cardiovascular Research Foundation,"New York, NY 10019 (Midtown area)",TRUE,2 days ago,,,TRUE,TRUE,13/07/2016 15:49,,,,,,,,
Full-Stack Developer,/rc/clk?jk=439977a6a51fbb3a&fccid=7eabc0ee65420df8,Siemplify,"New York, NY 10006 (Financial District area)",TRUE,19 days ago,,,TRUE,TRUE,13/07/2016 15:49,,,,,,,,
Full Stack Developer,"/cmp/DGA-Security-Systems,-Inc./jobs/Full-Stack-Developer-e074ec02396b0d54?r=1&fccid=ec93946c4ec7f7b4","DGA Security Systems, Inc.","New York, NY 10019 (Midtown area)",TRUE,3 days ago,,,TRUE,TRUE,13/07/2016 15:49,,,,,,,,
Full Stack Engineer,/rc/clk?jk=dd63bc5b5b96f9a5&fccid=7f8b9d8c8a5d8a90,Vettery,"New York, NY",TRUE,2 days ago,,,TRUE,TRUE,13/07/2016 15:49,,,,,,,,
Front End Developer with Angular JS,/pagead/clk?mo=r&ad=-6NYlbfkN0Dh8QCiFkhFP8ui6OjUlUOdWSfiHwFhJabdAwIX2oWmk6la1q61Ell9nGAstv54H2a_ZoyjPdP7e6avIYcwsYmO27-4q9_zk3-9M9sMxs7bqC20FNV4rymo7ZpP8USIoMA9YtjozcUofg0yue40grfFQ6GVPwZKSH9L19jeAaoygGa7S5vLBn8SGZLNGJKHb-yU61SEVBZpJlV3-NvEo9jvv1d392xTp9ZlTzHH6ctYF4f-rWOLVSN0UiVGynG67HKA25TwjYZfry2_tnm66g376G64sEAc1KCiqAtY6RamjtDXpjgmvzmAmJnW0NVtZ5qcAo9Ce2zHveQNwjsmr7e062XnU_lyT4eJBLtAt3VDnB9INnish7TyRyGQXArDZ5q40JGlT64ECiv5u7dWTs-Xz7MG5weNl1Z6ozjjOnx20DNkGY9REW_cPuH4axvXxgN-91yJdEwDQQ==&p=2&sk=&fvj=1,Stonehenge Resources LLC,"New York, NY",TRUE,3 days ago,,,TRUE,TRUE,13/07/2016 15:49,,,,,,,,
Web Developer - NYTimes Store,/pagead/clk?mo=r&ad=-6NYlbfkN0DcXCVOH-La84gqA3qQgwisuMsXNdu-ndqHngWg_Gr5q_LmQkT_BlzhX8GcgwJNj2Id9NSIY3xp77L-19TlEgKGBeWBOIBZEbsLfWQ_di7bdU48ySPdf5Ims-KF7x5sLUZzq07EQFKwraEAJ7Pgv1k1YLBY_cjY2SqKOnGTqdR1s09PTcGqKpfA1W6gZrwhpfxD_F-AO8VgXRUXfTzfwmw7p4o9Gri6b3euA1FXjdiKBD9V0WDIci6QpF5IWE8nf51plf9MJnanKAuRw_fQ9SI7m3K2mRKbkrqVEQdxFxryYwKpN5_XuhMA8GZIWtAdMbNJprBHh4u4WN0W8FenCl5Wd9MbWCcsJkIADv3y8t_BA2GaxVM28mBRXdSJQJpxNqlowJU2Ayn3YM0dKC3lKPtBILcTlPMF9QLXN6Req28VslmFvZiRUqtYKxLnUfg8fqFueyALmZcNew==&p=3&sk=&fvj=1,The New York Times,"New York, NY",TRUE,11 days ago,,,TRUE,TRUE,13/07/2016 15:49,,,,,,,,
Full Stack Developer,/cmp/RSG-Media-Systems/jobs/Full-Stack-Developer-34d40073d389586e?r=1&fccid=f69f7d83cc21fb7c,RSG Media Systems,"New York, NY",TRUE,10 days ago,,,TRUE,TRUE,13/07/2016 15:50,,,,,,,,
Full Stack Developer,/cmp/Moody's-Analytics/jobs/Full-Stack-Developer-bfb3eda1e1f07efa?r=1&fccid=6f368f7940d1e6cd,Moody's Analytics,"New York, NY",TRUE,15 days ago,,,TRUE,TRUE,13/07/2016 15:51,,,,,,,,
Full Stack Web Developer,/cmp/United-Nations/jobs/Full-Stack-Web-Developer-e709021cecdfa317?r=1&fccid=65ae769cb89830ec,United Nations,"New York, NY 10017 (Midtown area)",TRUE,30+ days ago,,,TRUE,TRUE,13/07/2016 15:52,,,,,,,,
Full Stack Developer - Growing Digital Agency,"/cmp/Earthstream-Global,-Inc/jobs/Full-Stack-Developer-27f39063b63a2524?r=1&fccid=eecd2c81189d967c","Earthstream Global, Inc","New York, NY",TRUE,4 days ago,,,TRUE,TRUE,13/07/2016 15:52,,,,,,,,
Software Engineer,/rc/clk?jk=dcf813cc2bab7b2a&fccid=4ff7b9a82ea1d72a,Noodle Markets,"New York, NY",TRUE,7 days ago,,,TRUE,TRUE,13/07/2016 15:52,,,,,,,,
Full Stack Developer,/cmp/Lifeix-Design-LLC/jobs/Full-Stack-Developer-b24c6f5ca6acc13b?r=1&fccid=0461d62d51c8d442,Lifeix Design LLC,"New York, NY",TRUE,30+ days ago,,,TRUE,TRUE,13/07/2016 15:52,,,,,,,,
Full Stack Software Developer,/cmp/Mount-Sinai-School-of-Medicine/jobs/Full-Stack-Software-Developer-007b9cfdd5a066fe?r=1&fccid=667911d118457498,Mount Sinai School of Medicine - Precise MD,"New York, NY 10025 (Upper West Side area)",TRUE,22 days ago,,,TRUE,TRUE,13/07/2016 15:56,,,,,,,,
"Software Engineer, Platform",/rc/clk?jk=25e33ffaeb006250&fccid=63a708c6ebd15209,Livestream,"New York, NY",TRUE,3 days ago,,,TRUE,TRUE,13/07/2016 15:56,,,,,,,,
Full Stack Developer/REACT,/rc/clk?jk=5a14d527f31ba9fb&fccid=39407476605079e0,Averity,"New York, NY",TRUE,10 days ago,,,TRUE,TRUE,13/07/2016 15:57,,,,,,,,
Ruby on Rails Engineer,/pagead/clk?mo=r&ad=-6NYlbfkN0AX1ncGInrSzTnYoDfW2nBFvG36K9Iw1rOQj0E1I2spOVM3AlHsIlKH4ppiv8vlhXXsL_ldZv_ACgUOTeiEGIXza-erw27JlWuQYS_gHQrfRV6CnRn0kD8GG-fkNpRFjE3M9tRb6CM2Xp72c873HZjHPOYOR9TaK8_dDhd643kHqsWLdMgFG-hLiLkYgonhGnfPvRX3YP2SaTZ2u9UlLND4vUJ9ND9Ff1YTC9G6on3HMDWokY-4OUnEe8GaCgEclOTE90r-cSNYCkpJalVgJ0E8go8wv2BEJ1vTyRqwvhHxD60XQw4H_Udk_G4bRtNu8eq0DvmEaPBuw6zSL68_jHEd1ZxOPtDIpLtsUEd_TDmwHct6DfDTGpZIpflzUyURGhQyWOeyxQNGopW08V00UE0WlE9xYeElCx0ADMYeCkYwDTqO0LpIMaWp5StKibXoqMGn6wBS5o0TWg==&p=2&sk=&fvj=0,Elevano,"San Francisco, CA",TRUE,10 days ago,,,TRUE,TRUE,13/07/2016 16:02,,,,,,,,
Junior Ruby on Rails Developer,/rc/clk?jk=979cf4327171e5da&fccid=e1597426aea2d9a5,Chepri,"Columbus, OH",TRUE,12 days ago,,,TRUE,TRUE,13/07/2016 16:03,,,,,,,,
Junior Fullstack Engineer,"/cmp/Inmata-Solutions,-Inc./jobs/Junior-Fullstack-Engineer-1a3a6b0fe73c7b87?r=1&fccid=697d11574f3e008e","Inmata Solutions, Inc.","San Francisco Bay Area, CA",TRUE,10 days ago,,,TRUE,TRUE,13/07/2016 16:07,,,,,,,,
Junior Ruby Developers,/rc/clk?jk=b07786ea328b6a13&fccid=d465921ba903f087,About Objects,"Reston, VA 20190",TRUE,21 hours ago,,,TRUE,TRUE,13/07/2016 16:07,,,,,,,,
Ruby on Rails Full Stack Developer,/pagead/clk?mo=r&ad=-6NYlbfkN0Cf8W5pxQF4hIDc-ZobQ9RDvGRrFLIPkzywGFz22TsjEajyFyeme91V1S7sTN4WFb1slr2LQpCm48DJ2WRc5fmSNpv01_wvx6-qT0_a_fveS_AQ3XeFNaosWwzitAaex6bywGuKHnO4Y_qj0IhD7AxCwPsoXVTCjymPIfpHLIrlTJucllgu2aBDwzgsvhaNpeFTE667lvRQ6O40KTbuMPFTV6oeMfOiopkxJUtCywySi7bdiwJsyFYC8UD7IAv6bRivRJW8NAJJUPBQ1TRNvSkfV4vi4qrPhG8b-jyQkXoxx2FiqKe4Ps_gKvLLEs3V0YqZ4k_b_UZioPhgzXDBRtiFuYhWMmqQ_3ZN_ZKZ2JBo9UNLf9Kj0LK4izQPpa1Kisn9sA-r_q4Tb8_I7M_ZGh2vmi1r_4jp0rKijYsGHe9FjjQ6lr_1kMraxxB-UdHR-yE=&p=3&sk=&fvj=1,Agile Premier,"Fort Worth, TX",TRUE,12 days ago,,,TRUE,TRUE,13/07/2016 16:07,,,,,,,,
Ruby on Rails Full Stack Developer,/cmp/Agile-Premier/jobs/Ruby-Rail-Full-Stack-Developer-2f9835262ec436e4?r=1&fccid=fba19d55c8b47ef2,Agile Premier,"Fort Worth, TX",TRUE,12 days ago,,,TRUE,TRUE,13/07/2016 16:07,,,,,,,,
Ruby on Rails Developer,/rc/clk?jk=4ceb9729c99aad38&fccid=57b8410d77e65df7,LevelUp,"Boston, MA 02110 (Central area)",TRUE,30+ days ago,,,TRUE,TRUE,13/07/2016 16:08,,,,,,,,
Junior Software Engineer,/rc/clk?jk=79b2669183325ddb&fccid=ce8c26542beabc00,Cancer IQ,"Chicago, IL",TRUE,30+ days ago,,,TRUE,TRUE,13/07/2016 16:09,,,,,,,,
